text	user_id	news_id	cluster
The fucking law, cupcake.	1593935138	politifact100	0
"Bernie Sanders voted against Gun control 

Brady bill 5x
Guns in national parks 
Guns on trains 
He is also responsible for the Charleston loophole that allowed a white man to purchase a gun and kill 9 black people"	543780273	politifact11770	0
Fr ?	188289444	politifact14742	0
Live it	823334719022632961	politifact1731	0
Private prison owners = slavers	14110438	politifact11770	0
Defendiendo que cosa?	129477347	politifact1731	0
Yawn	177442806	politifact8085	0
#Liar	975053714573668352	politifact1731	0
We don't have fake news or do we !!	762628262048763904	politifact14090	0
Sanders voted to allow  passengers to bring firearms in their checked baggage on Amtrak gun owners to bring firearms into national parks & wildlife refugees & to reject additional funding to the Centers for Disease Control and Prevention for research on issues related to firearms	16721452	politifact100	0
I debated raising that question because I'm not a fan of false equivalence. But then I realized I was in the clear because they both actually virtually the same.	749671075	politifact1731	0
Tulsi or Nina for VP	15192652	politifact11770	0
Hes innocent	940693731975618565	politifact1731	0
16 years and 9 months after 9/11 #nine11 #nineeleven	226099935	politifact1731	0
#BOYCOTTABC 	2924728231	politifact1731	0
And do what? Stare?	18550968	politifact1731	0
This guy said it...	263016089	politifact8085	0
Cant wait	551437079	politifact1731	0
Sanders voted to allow  passengers to bring firearms in their checked baggage on Amtrak gun owners to bring firearms into national parks & wildlife refugees & to reject additional funding to the Centers for Disease Control and Prevention for research on issues related to firearms	16721452	politifact100	0
 St. Peter attributes,	1000567136669052928	politifact1731	0
Tarefe was arrested in April 2016 (under king Salman) according to a English twitter page ran by self-proclaimed volunteers translators (note: this Twitter account is followed by Tarefe's official account)	17704418	politifact8085	0
E D G Y	991389830935433216	politifact1731	0
Flush the toilet, see him swirl	222184684	politifact11770	0
PREDATORY CAPITALISM bloodied our streets	952572260451340288	politifact100	0
Source?	738439242	politifact11770	0
"THIS IS NOT THE WWF OF MEDIA COVERAGE 

FFS DO BETTER "	624944920	politifact11770	0
Cause hes black.	4056983819	politifact14666	0
Domestic terrorism	816266138	politifact7618	0
Did that Trev... source is reality bud...	52572719	politifact11770	0
He defended Alex Jones too	462962695	politifact8085	0
Maybe this time she could speak with the children.	42648275	politifact1731	0
?	311677386	politifact13544	0
BILL CLINTON IS A RAPIST.	1044630721678106624	politifact1731	0
Ask me a question. Answering Everything 	920126766966038529	politifact14742	0
justice kavanaugh 2018	2784587304	politifact1731	0
Why in the hell, since she does not care.	4426453396	politifact1731	0
I bet they knew this #THANKSGIVING but said nothing!!!!	781823016523165696	politifact1731	0
Didn't happen. Do better.	39619442	politifact14666	0
May they Rest In Peace	20012255	politifact1731	0
Source?	128124947	politifact8085	0
Guns are stolen in this country everyday	912881452630659074	politifact1731	0
anon didnt, the question did	551731319	politifact14742	0
Lock him up	23890643	politifact11770	0
In case KD needs some proof:	839603857739169792	politifact11770	0
WTF did anyone expect?!	366652750	politifact8085	0
G4S, the leading U.S. security company	2935187277	politifact12773	0
 cant wait	492572192	politifact8085	0
Do democrats now call for banning mothers?	358508727	politifact1731	0
Wont work, or last.	1034082308301705217	politifact100	0
I agree. He has his own agenda.	3067585165	politifact8085	0
And Ted Nugent hung himself today #whataday	3527751674	politifact14265	0
This is fake.	401585816	politifact14666	0
Republican	739956593710796800	politifact8085	0
?	883459813581180928	politifact1731	0
And the lies continue	1421146309	politifact1731	0
I wonder how much money those ppl at that party!??	1034830616892788736	politifact1731	0
So much anger and hatred.	3918929775	politifact1731	0
Source?	467841441	politifact100	0
Nope. Never happened. Phony story. They tricked you, again. Feel stupid yet?	521373944	politifact14859	0
Brown people congregating	17094686	politifact7618	0
He made 20 at his rally and they are called Lies	263014891	politifact1731	0
Dude ur insane.	3900164075	politifact1731	0
CHUMP	23897659	politifact8085	0
Didn't know she liked The Donald. Learn something new everyday.	771293898	politifact15129	0
"Well they do that too!
#VoterFraud #PaperBallots
#VoterID now #VoteMAGACandidates 
#MAGA2018"	779563097237303296	politifact14742	0
 PRESIDENT TRUMP 	899799837574438912	politifact15129	0
Interesting. I'm not as sanguine.	15521774	politifact1731	0
?	883459813581180928	politifact1731	0
"if a lie was a person.
""weapon of mass destruction""..."	2685442160	politifact1731	0
I'm offended by your comb over.  Figure it out.	1046568214216495104	politifact1731	0
Oppps	4570362448	politifact8085	0
She is badass.	780095449092935680	politifact100	0
Prostitutes are paid before their offered services.	305672664	politifact11770	0
Desperation is not a good look. When everything else fails play the oldest card in your deck. #RedWaveRising	391610799	politifact8085	0
Or maybe not - come on are we really doing this	839183449009315840	politifact1731	0
king of	1875633750	politifact14742	0
Wild weather	2256358682	politifact1731	0
I don't do bridges especially when fog gets involved!! Hell to the mother effing no!!!	2713912770	politifact1731	0
Hall of Fame nominee?	18120772	politifact1731	0
He deserves it.	755049169950216193	politifact8085	0
#LiberalismIsAMentalDisease	902667494111969280	politifact1731	0
Thx for the reply. Had only heard the Africa trip rationale.	824450408	politifact7618	0
Ha	901932254846443520	politifact1731	0
BBC spread fake news about a government memo just this morning over Brexit.	1085762119	politifact13468	0
And only 20 something % plan on voting midterms.	3103213542	politifact11770	0
Wow..	958744051179716609	politifact8085	0
Fake fake fake	1441998205	politifact15129	0
Accessory to murder	41999197	politifact8085	0
Wow, this is really going to hurt her Hollywood cred!	114496340	politifact15129	0
#oink	979741426245357568	politifact8085	0
Two words, Merrick. Garland!	2210382735	politifact1731	0
Me too. My he has a Big Mouth. Spewing nonsense.	845139871282823169	politifact8085	0
#BanAssaultTeachersNow	2959039741	politifact100	0
With the economy strong, wages rising and unemployment at a near-five-decade low, why am i worse off with every passing year?	1383495637	politifact1731	0
Around 400...just over a year	824249754657824768	politifact1731	0
Justice for X.	726271847566696449	politifact1731	0
Give 'em time. It'll get better.	897534377588133889	politifact8085	0
Lost a sister because she can not have a family	278521466	politifact8085	0
Oh, man, that's a cute dog. What's he so amazed about?	796382112857358336	politifact14666	0
Netanyahu corrupt	927511170248003585	politifact1731	0
Try getting away from the mirror and stop being so self-obsessed. Not everyone wants you like that. Jesus.	16088054	politifact8085	0
Was or is?	19207969	politifact1731	0
NHL is not gonna tolerate this crap!!!	851894230779916293	politifact14666	0
P	387118107	politifact1731	0
Ma thejke valla, tb to nklas t'tet a kur u kon ky senzacion lol	363194426	politifact14742	0
As much as I would love this to be true. It is fake	909210388528533504	politifact14643	0
"1998 import ban
2014 7N6 ban
2015 M855 attempted ban"	994377205231779842	politifact100	0
I don't care. Do U?	326432974	politifact1731	0
Yeah, why should it matter if he was apparently killed in cold blood for having a tail light out?	115822512	politifact13193	0
A very well paid former republican who trashes  republicans	2737125488	politifact8085	0
PUTIN MUST HAVE A PEE TAPE ON BERNIE TOO!!!!!!!!!!!!	257974169	politifact11770	0
Thx	1512021254	politifact8085	0
Yeah.  That's execution range...	326118600	politifact1731	0
Charge her too.	122166583	politifact1731	0
I cheated.  	817825066993860608	politifact100	0
Wait! Why do we not have a Zorro's Hot Tortillas cart in the #disneyparks??	44049380	politifact1731	0
TAX RETURNS	2475863011	politifact100	0
Because testifying honestly would be impossible? Pray tell why?	100621277	politifact1731	0
What TF?	2859175932	politifact1731	0
The messaging sucks when you're working your ass off for a Blue Wave. #AMJoy	487123930	politifact100	0
Dems are quite tripe....	880220496	politifact1731	0
"Right.
The Hell.
There."	893405045508763648	politifact100	0
Takes two.	1053787302240096256	politifact1731	0
I don't care. Do u?	502039106	politifact1731	0
Democrats	23959254	politifact8085	0
She's hot.	768960897939308544	politifact8085	0
Says you...	928223484	politifact1731	0
Thank u 	240176608	politifact1731	0
Starbucks is headed down the drain.	953435910397485056	politifact1731	0
Right?!?!?	3161713412	politifact1731	0
The biggest problem is overly aggressive policing overwhelmingly targeted at black people	42809339	politifact13193	0
He lied under oath! LG you've lost your mind!!!	63321005	politifact1731	0
