text	user_id	news_id	cluster
Figures. Sounds like another loser pick from potus. Worst of the worst. Will this country recover, ever?	1894103203	politifact11021	0
crosses fingers	874674482	politifact14095	0
Instead of saying pussy(Dems-OMG!),which is not correct,but it's ok to show your pussy!!!???  WTF??	2220884030	politifact13559	0
Bout time	323318758	politifact14700	0
The Natural Resources Conservation Service said that if funding was not provided now, it would likely cost significantly more, at least $2.6 million, to fix additional damage that would occur later.	291756142	politifact11021	0
Curious, how long has it been..you without a soul. You dont seem to care bout children..all you want to do is blame the black guy. And you show me those stats.  you just are soulless.	754556555790389249	politifact14920	0
Problem Makers Caucus	4763869398	politifact14311	0
I do support her.	2886742095	politifact14998	0
#randpaul is a #rothschild #zionist thus believes #infantaciding semitic #palestinians is his #duty	2460974640	politifact13477	0
Love it	87987858	politifact14908	0
 Wow - There is no limit for the Administration... Whatsoever!	2781877499	politifact11021	0
?	2453553715	politifact14920	0
That's what they want. He just rubber stamps it.	1666319112	politifact11021	0
Yes,,,,,,,,	2360471892	politifact14700	0
#SarahPalin accusing Democrats of euthanasia	796884403	politifact13887	0
"With the cancellation of Obama's school nutrition program, I'll bet these are being offered on the lunch menus right now.

#AmericanStandards"	780834891659288577	politifact11021	0
SPPPAAAAAAACCCCEEEE!	1562982499	politifact15206	0
Thanks, Glenn. I'll check it out. I appreciate your explanation! Have a nice evening.	67211693	politifact14920	0
Democrat Party is predominantly homosexuals transgenders in pedophiles they all get paid off with their pleasure	978697014115434497	politifact15334	0
The American Wild Horse Campaign (AWHC) says the government is 'exploiting a legal loophole' that will result in the slaughter of hundreds of animals.	2794120441	politifact11021	0
"Since 2017 huh.
Id rsther sacrifice the current Regeim than 1 more Native American innocent"	1008987039268790277	politifact11021	0
"Calls herself a ""Judge""?"	18046695	politifact14920	0
"Why isnt she doing womens work?
Did he really say that?"	534929951	politifact13559	0
I know you must be a Russian bot, because I am not sure if you are joking or trying to be serious. I can barely understand her with her dentures. C'mon!!	422915384	politifact14311	0
Cider 	781083499985981443	politifact11021	0
What the hell is going on?!	48153233	politifact14908	0
And this video by SGT report also mentions about Obama's stronghold in Thailand	26441707	politifact14908	0
It does.	18038566	politifact14920	0
City > Charles Dickens > The Pickwick Papers (1952 film) > Pickwick (1969 film) > Internet Movie Database > OpenStreetMap > Nokia > Foxconn	852933395952939011	politifact14920	0
Thank you my friend good evening I hope all is well and you had a fabulous weekend blessings ..	748176393519890433	politifact11021	0
Don't come back	238320505	politifact11021	0
Dairy industry writes big checks to politicians	477964378	politifact14920	0
