text	user_id	news_id	cluster
DJP, your right on. I think maybe you should write for Chinese fortune cookies.	712604694	politifact15401	0
Kidney tumor embolization is a standard preoperative procedure for therapy.   Preoperative embolization has a goal to reduce intraoperative bleeding and also to shorten the time of surgery.  So is this the first procedure before removal of the tumor?	1354539542	politifact15401	0
???	735716328040865792	politifact14991	0
No one wished her death. Grow up.	736997380940259330	politifact15401	0
"This pope is evil.  Ever since he became the ""Pope"" he has went against what we all have been taught growing up."	951223943276277760	politifact15512	0
DO NOT CARE. We are probably paying for THIS IMMIGRANTS HEALTHCARE	23529994	politifact15401	0
Really I surely Trump the most successful Criminal, I think  the Clinton family got him beat hands down maybe Trump will take some lessons, just to make the Liberals and Democrats happy Jesus Christ all mighty, gives a liberal some common sense.	823683057278337024	politifact15401	0
Have u read comments under any Fox News report?	2906437913	politifact15401	0
"Poor Donald! He must be simply devastated, that his wife, who he adores is in hospital! He must be frantic, sitting at her bedside, comforting her, as only a truly loving husband can do!

No, only kidding, I bet Donald doesn't even bother writing her an invisible card!"	782959125076414464	politifact15401	0
poison??	3902218894	politifact15401	0
Prayers and best wishes to her for a speedy and full recovery. God bless her!	872087519201968128	politifact15401	0
"They do plastic surgery at Walter Reed?? Yeah right this is ""kidney"" surgery. It's lipo walking around looking like Micheal time trumpkins. Y'all footing this bill."	44714333	politifact15401	0
"She had thee best medical insurance LONG before becoming FLOTUS & she would NOT have given it up to get ""taxpayer funded Healthcare"", they r treated there because it's a SECURE site. BTW, she IS of the top 1% who pays nearly 50% of ALL taxes..fool!"	714937441816326146	politifact15401	0
Thats fresh. Its a surgery. Wish her well.	21983078	politifact15401	0
I concur... Hope this presidency is his last scam.	3101579572	politifact15401	0
Liar paid well to tell the lies.	927712047617409024	politifact14749	0
"Yeah....as a 32 year old he ""dated"" 16 year olds....Sean Hannity's interview should have effectively ENDED Roy Moore's Senate run..."	927902193759305731	politifact14749	0
Hope you are getting better and not in pain Mrs trump	947436522696929280	politifact15401	0
I am bored...i think I should shave my legs today.	990651819301986304	politifact15401	0
Billionaire to receive government-funded medical treatment	92087576	politifact15401	0
This woman truly a mental case.Every American needs to see what she will do for a buck. So corrupt. RT RT RT RT RT & this is showing love.	782379028279943169	politifact14500	0
BTW, Edan Clay is one of my followers for a long time and I like and respect him, we don't agree and can have tiffs but he is open for discussion and very nice--just wrong on this.	15136857	politifact15401	0
A vacation from Donnie! Sounds like a plan.	26414624	politifact15401	0
Hepatitis?	14606523	politifact15401	0
I see she has no issue with her health coverage..	455995711	politifact15401	0
As Dalai Lama notes, qualities like compassion, understanding, kindness, empathy not only cost us nothing, but reward US immensely. Even in this life. There will hopefully be a time in the near future where MAGA deprogrammers will be needed to undo their death cult brainwashing.	904787246175272961	politifact15401	0
Keep him away from her IV.	2243331002	politifact15401	0
Who will be monitoring her successful bullying campaign??	22804041	politifact15401	0
Hahaha you are so clever and witty!	17451428	politifact15401	0
I'm French and Portuguese from Fall River Mass. We didn't found the place we were immigrants.	865454384381009924	politifact14991	0
In case u ever aren't sure Mrs.Trump, this is from the bottom of my heart. I feel sure I speak 4 millions of Americans on this . Get well soon. Always there for U.	1219894782	politifact15401	0
I have not seen any other reference to this.	821121609259958272	politifact14500	0
"Facts, Itza, Trump has travelled to properties that he personally owns, thereby greatly cutting the expenses incurred. Obama had a complete disregard to American taxpayers when it came to how much he vacationed. 

Opinion... Obama is not only a terrorist, he's a racist terrorist."	509720973	politifact15401	0
Botox going wrong?	3101579572	politifact15401	0
Being democrat means lie, lie, lie!!!!!	895366885356838912	politifact14991	0
Not remotely surprised one bit. Haven't u been watching and listening to that jerk all this time?	1653547458	politifact15401	0
"No, if it were Obama & Michele, we both KNOW he would be at her bedside!

The difference, is that Trump thinks HE is the most important person in any relationship, who else would be sleeping with multiple women, after his wife had just given birth to his son! #BOT #PissOff"	782959125076414464	politifact15401	0
Face lift instead, the other is a lie! Runs in the Trumps family!	434969717	politifact15401	0
May her recovery be a complete and swift one.	32494050	politifact15401	0
It could be true, if it is, I wish her well. Can't help but think it may be more plastic surgery of some kind. A House of Lies can't expect all to believe, that is not a left thing, it is a true, honest, fact. Some may have to look up the definition of 3 those words.	211132138	politifact15401	0
Meanwhile Trump leaves her alone on mothers day ; the day of her surgery. What a jewel!	567552431	politifact15401	0
Tumor on kidney.	818050469734088705	politifact15401	0
"Right ... ever heard of something called ""personal responsibility""? Your party used to value that. Spare us the phony victim card, OK?"	18950944	politifact14749	0
Yeah, Colonists were not immigrants and they built that town in 1600 long before the USA even existed.	532457531	politifact14991	0
Praying for healing blessings to the First Lady!!!!	25800620	politifact15401	0
It could be the ducts that feed the enzymes to make the stomach acid. They produced in the kidneys. Or it could be a simple lithotripsy (kidney stones)	3313530159	politifact15401	0
Be Best.	21585124	politifact15401	0
Haaaaaahahaha	3268699777	politifact15401	0
Actually Stanley I am not a sad person. The sad people are those that believe in the big orange lie	785289018757873664	politifact15401	0
Make China Great Again. It's the new magat slogan.	831151545383256064	politifact15401	0
And being by her side.	778260944598237186	politifact15401	0
Sad about all the negative comments. Must be American.?  We have problems as well but keep them to ourselves.	923552665744953350	politifact15401	0
The left is really showing their misogynistic colors. Projecting misogyny, racism, fascism, etc... is failing!	958499531271925760	politifact15401	0
Our vision is to serve military families and our nation's active duty, returning war heroes, veterans and our Nation's leaders. This Walter Reed?	777568791626645504	politifact15401	0
Absolutely distasteful and not necessary. Have some respect.	754933284149354497	politifact15401	0
Boo hoo	404450625	politifact15401	0
Ok you're right, he's a bad man. Or...you just don't know and could think the worst if you want to.	15136857	politifact15401	0
Wish her well...will her husband visit her?	843652852060950528	politifact15401	0
You only have to read WRGA's nasty comments about dead children, the McCain remark, choking black teenagers to understand he embodies right-wing ethos right down to the hypocrisy.	707699580	politifact15401	0
Bigots. Self absorbed bigotry.	887263798251458560	politifact15401	0
All These trumpkin Russian installed bots have been reported to the police. I always win.	44714333	politifact15401	0
You are a very strong woman and will be back very soon. My prayers are with you.	113472824	politifact15401	0
Seedy?	3278954568	politifact15401	0
"And this white house administration are "" very nice PEOPLE "" "	3101579572	politifact15401	0
Next she is going to visit her attorney to have the ugly wart removed from her side.	532636554	politifact15401	0
Praying for The First Lady and Baron.	823928190456463360	politifact15401	0
Nice to know Trump spent the day before her surgery playing golf	40444923	politifact15401	0
She may be paying out of pocket to be able to stay away from the Kleptocrat...	733867566	politifact15401	0
Jog on.	53876198	politifact15401	0
Not many people get to stay 5 or 6 days in the hospital recovering from surgery. Most are out patient or 2 days. Even a Caesarean is only 2 or 3 days.	39682156	politifact15401	0
Fake News Alert!!!!	246331383	politifact14749	0
"poor triggered snowflake

grow a thicker skin Trumpkin....after the last 8 years you better get comfortable, we're just getting started"	2334282788	politifact15401	0
"These comments are so pitiful, yet so predictable. 

The sad thing is this: We've come to EXPECT liberals to act like feral animals. Anything different is a surprise."	899774316316962816	politifact15401	0
I hope you pass away. Helping that monster in White House while lying to kids about bullying programs. Disgusting.	854862153328852993	politifact15401	0
Stephanie    ---the real  fake alligator   does it a gain.  Anmd the damn  computer won't let me spell   ALLEGATOR.      fANG	2323783152	politifact14749	0
Did she have OBAMA CARE? 	880550524621291520	politifact15401	0
Best wishes and prays from our family to you Melania. A speedy recovery and best of health to you. Relax and take care of yourself.	805441182880956416	politifact15401	0
Yeah, where is this cheap health care that Fuckface said would happen!	803810059490709504	politifact15401	0
Be well!	267849749	politifact15401	0
Also, there's no savings account that contains money you have paid into Soc. Sec. The current taxes go to pay the current payees. Period.	7227662	politifact3428	0
"STDs can cause kidney issues.

#justsaying"	875375652060282880	politifact15401	0
ITS GOOD SHE HAS GOOD HEALTH CARE THAT TRAITOR TRUMP WANTS TO TAKE AWAY FROM MILLIONS OF PEOPLE.!!	2379518203	politifact15401	0
Wish the golddigger well. She is still the most sympathetic of the Trumps. Most likely due to genes.	881720056731848704	politifact15401	0
I had to share it.	965576357978693632	politifact15401	0
Fact: Every legislation giving equal rights in America was republican sponsored.	85493224	politifact14991	0
Trump is your hero. He is capable of anything for money.  Freddie Jr. was the apple of his dads eye. Don screwed his family. Like he is screwing America.	874457221014466562	politifact15401	0
Her husband was not present...	760594856230215680	politifact15401	0
Wishing you the fastest, safest, and most speediest recovery Mrs. Trump!	3001629027	politifact15401	0
Shit backed up huh?	780178945014571008	politifact15401	0
What I'm hearing is she was caught trying to escape and now has to do a week in the box...	34120701	politifact15401	0
Harry Reid had Tumor removed from Pancreas. Caught early. Prognosis: Good	498167911	politifact15401	0
How can you even compare them? Michele Obama had a real, respectful, loving husband.	31336207	politifact15401	0
Being with his wife.	927964577421254658	politifact15401	0
Per Melania's request...	829859948502929409	politifact15401	0
Yes, she has excellent insurance and can afford to stay and recover properly.  Anyone else would be thrown out the next day! That said, I wish her well.	4035280701	politifact15401	0
All that craft beer you are drinking is eating away your brain....STOP	1933857830	politifact15401	0
Obvious irony given Trump organization regularly rails against claim that US govt giving free medical care to immigrants.	433810987	politifact15401	0
Prayers for healing	3554067859	politifact15401	0
Get well soon, our country needs you!!!	879417926637441024	politifact15401	0
The sooner you block you, the sooner i won't ever have to talk to you again. You are obviously a hateful spiteful person.Good bye ED	822791641396289536	politifact15401	0
.Amazing how fast her getting into surgery was. #Vets can't even get treatment for #cancer that quickly & they have a #LifeThreatening illness. Proves how MONEY gets you preferential treatment!	2792575986	politifact15401	0
Wishing Mrs. Trump a speedy recovery. May she heal quickly.	816680242723098624	politifact15401	0
Sending her good vibes.	560647751	politifact15401	0
"You feel bad for my wife?  You must by passing judgment on this  based on all your intimate knowledge of my situation. 

All that was asked was what that person would have considered an appropriate action. 

Typical..."	1924753776	politifact15401	0
Oh please. You people define disgusting. GFY	831151545383256064	politifact15401	0
Thanks to you, I got to experience what its like to vomit while laughing.	829542087473311748	politifact15401	0
She is relishing not having to be in the same building with him. Free Melania!!	3368749113	politifact15401	0
Melania we are praying for a speedy recovery & that you will be back home soon.	881984021554712577	politifact15401	0
Mainstream media was reporting that she had left the White House to live with her parents.  Time to apologize.	2478381612	politifact15401	0
 Dirty Dims...it fits.	206426068	politifact14749	0
Praying for her speedy recovery mentally & physically.	886258860633280513	politifact15401	0
If this were Michelle Obama,  Would your comment be the same?	815689849571151872	politifact15401	0
she is hospitalized like thousands of other Americans every day with less resources,  much less,  and top notch care.  We can laugh at her,  she will be fine.  Remember she holds some of the same views as her husband's.	934850497265090560	politifact15401	0
Yeah, right...  10 Hail Marys.	20925446	politifact15512	0
Best, most affordable (or even FREE) Healthcare in the entire nation goes to our overpaid, under performing politicians and their families. Hooray!! #politicians #the1percent	19170490	politifact15401	0
At times like these I'm glad I'm Christian and not Catholic.	297057022	politifact15512	0
Meanwhile the orange one played 18 holes.	712604694	politifact15401	0
Pobre mujer.	1042676112	politifact15401	0
Is this English or a really bad translation from Russian?	786681805659340800	politifact15401	0
Get well soon.	425003470	politifact15401	0
"I picked up on that too, ""He asked me for my number..."" girls in '79 didn't have telephones."	539578537	politifact14749	0
The same guy who, according to his first wife, beat and raped her because his recent hair transplant procedure was causing him grief (she had to redact the story because it violated their divorce agreement).	787141837286875137	politifact15401	0
You people make me sick to my stomach your not even a news media anymore your nothing but a bunch of historical wastes of TV time.	826161960513318916	politifact15401	0
"""Out of his customary behavior?"".... he's guilty....game over...."	927902193759305731	politifact14749	0
http://www.fongbeefze.com/ 	725618975124668416	politifact15401	0
I wish her God's protection and speedy recovery.	1414780789	politifact15401	0
Safe and speedy recovery	815257954773508096	politifact15401	0
"Oh no. Expect a serious investigation into the cause of this.  Trump will go berserk.

If this was a chess move by the evil ones, it's on.

All timetables accelerated."	748573099717595136	politifact15401	0
Not in contract....	1135657093	politifact15401	0
I hope & pray that she recovers quickly and that all goes well.  I am not a Trump supporter, but I believe the First Lady does her very best in a very difficult situation.	798861470293487616	politifact15401	0
On the bulletin board in the Urology Dept: #PeeBest	822215871972208642	politifact15401	0
Wishing her the best and a fast recovery.	887718292714115073	politifact15401	0
Her Husband Is Trying To Kill Her ! ! !	862015052	politifact15401	0
Our thoughts and prayers go out to First Lady Melania Trump, Senator John McCain, and their staff and families.	62423890	politifact15401	0
If this were Michelle Obama,  Would your comment be the same?	815689849571151872	politifact15401	0
Get well soon.	246531506	politifact15401	0
WAIT... SHE'S allowed to remain in the hospital UNTIL THE END OF THE WEEK????? WTF??? I've had more difficult kidney proceedures, been in the ICU and the MAX number of days was 2. She needs to have the common man's insurance. 	111077399	politifact15401	0
any health matter related to our kidneys can be painful..get better	2433961651	politifact15401	0
While the slovenian 3rd wife of donny get 1st class health care, millions of chicken woke up in this country without food or healthcare.	702589669	politifact15401	0
Ugly.	18080307	politifact15401	0
No, because Obama was in really good shape, and they had a REAL Loving marriage. the trumps do not even touch each other, have no real affection, much less love. Melania sold herself to a rich dirty old man. PERIOD.	243459994	politifact15401	0
Best wishes to #FLOTUS	2279856378	politifact15401	0
She isn't that young. She's 48.	88374824	politifact15401	0
Embolism procedures are usually a 24 Hour stay.  Hope she recovers well	889993689925287936	politifact15401	0
I know that feeling been thru it..	266463800	politifact15401	0
Probably not obamacare!!	249930889	politifact15401	0
I wish you fast recovery and good health. Good luck.	986709880970018816	politifact15401	0
The man's got cheeseburgers to eat, tweets to send & TV to watch. He's a very busy man	940731926712905728	politifact15401	0
