text	user_id	news_id	cluster
As soon as they called Allred we knew there was trouble brewing	63356865	politifact14827	8
I understand Erick Erickson is going to ignore this because it's from the gateway pundit	2159688554	politifact14827	5
Over the last 20-30 yrs I have learned this . If she is standing next to Gloria Allred there is a huge chance she is a huge liar	297941918	politifact14827	12
"She didn't touch the ""signature"", morons.

But go ahead and Brietbart until you're blue in the face."	897934478106132481	politifact14827	8
"And you're the one slandered with the ""conspiracy theorist"" label, while the MSM whines about being called what they truly are, FAKE NEWS!"	790910508325109761	politifact14827	0
Disbar Allred, Sue The Accuser For Fraud.	799752099882041344	politifact14827	2
LOL. Unbelievable.	839579044060483584	politifact14827	3
This isn't true. Watch the interview.	28203510	politifact14827	0
Yippee ki-yay	708294957501714432	politifact14827	6
"Wasn't Roy Moore banned from the mall?

I wonder why?

Nb"	2252471766	politifact14827	0
Shouldn't they both be charged with influencing the outcome of an election with false accusations?	706489837562376192	politifact14827	9
She put a note. Nothing wrong with that. Roy Moore is still a child molester.	928765782	politifact14827	0
Duh!	309433762	politifact14827	1
She needs to loose her law license	812464021425229824	politifact14827	14
Beverly Nelson is still lying. She added Roy Moore signature not the info above it. You can tell the ink is new on signature and not the info. Nelson needs to hand over yearbook & let experts examine. She lied to us all originally & now she is lying again about which is forged!	867182776973352960	politifact14827	7
"I stopped believing her when she said something along the lines of: ""I'm a Judge and you're just a little girl.""  Who talks like that?"	289806147	politifact14827	8
The ambulance chaser Allred should lose this one 	876963673	politifact14827	14
It's Fraud and they both lied !	48047188	politifact14827	0
But but Halliburton	171654895	politifact14827	1
This is outright criminal! Charge her for  this and disbar her lawyers! This is bullshit	3293118434	politifact14827	0
"The fact that she didn't just say this from the beginning is all the ""proof"" you need. Zero credibility for her now"	74719756	politifact14827	13
People don't seem to understand they can ruin a person so easily by a few words and lies. Or maybe they do.	234424846	politifact14827	8
no-Moore writing & signature is authentic -- she just made a notation explaining the context. More FOX red herrrrrrrrrrrrring mountain out of molehill.	2983167708	politifact14827	8
Wow, she fake it all, nice	66452788	politifact14827	9
And dismissing the rest. Great journalism. Lmao.	629712786	politifact14827	3
These women have good wigs. Do something constructive ladies. Have a convo with Maxine Waters. She needs your advice.	114885594	politifact14827	0
Both of these women need to be made an example of paying the price for bearing false witness to ruin someone for spite or politics!	775328751022399488	politifact14827	5
They begin to fall even the one who was coached very well by NBC before appearing in the interview!	1187978006	politifact14827	5
No credibility these women that are doing this are giving the women with a real case reason now not to come forward disgraceful	884833700491427844	politifact14827	13
Did she cry again? Maybe they're finally pay her for her bad performance.	263483202	politifact14827	8
Pretty sad that lawyers will stoop that low as to steal money from others only to embold themselves, and you wonder why lawyers are like snakes in the grass!	108753033	politifact14827	0
Oh no say it ain't so!	3270988795	politifact14827	8
Well isn't that special.	881211348830400512	politifact14827	9
The Psych industry has many labels for people like her. Narcissistic Nut Job will suffice.	374577469	politifact14827	6
She did not tamper she forged his signature.It is a felony	738837671477280768	politifact14827	0
What ppl will do to bring down Trump. When lawyer Allred found out, she should have made a statement. Instead she remained silent. She needs to hang up her lawyer shingle. Lost credibility as a decent lawyer. is that an oxymoron?	2861149258	politifact14827	13
Don't cry! Call 1-800-HIL-KILL	837731323972370433	politifact14827	15
Dumb can't be dumber, messy can't be more messy.	3237501117	politifact14827	13
No surprise there, there should be hell to pay though	2893961906	politifact14827	8
What a drama queen!	826087072150740993	politifact14827	9
I have seen women cry for more than seventy years, this isn't how they do it...#Fakenews.	3111993791	politifact14827	6
She added a date & place under the signature. Really stretching to rationalize your support of a pedophile.	258344411	politifact14827	12
How many onions did gloria make her sniff before going to that presser	823918426657734656	politifact14827	1
"Roy Moore's accuser forged his signature

#WheresGloria

#BooLied"	237511010	politifact14827	8
I ALWAYS KNEW THESE WERE FAKE TEARS MOORE SHOULD FILE CHARGES AGAINST BOTH OF THEM	3072832073	politifact14827	5
#DisbarAllred.	199937641	politifact14827	3
Liberals are the fake news factory.	3349146432	politifact14827	2
Arrest her now and throw the cuffs on her opportunistic and culpable attorney, Gloria Alred!	847179146484629504	politifact14827	0
Another hoax by the left? Get outta here!	738957041637679108	politifact14827	1
"The yearbook looks like it says ""Ray"", not ""Roy""."	710134431047098368	politifact14827	4
Did she mess with other boys yearbooks.....  #YouCantJustLieAlittle	2183015779	politifact14827	13
Pure theater!	3083319637	politifact14827	9
Are there ANY honest liberals?	252281996	politifact14827	3
goldigger...prosecute! Tried to ruin a decent man, How dare she!	566770434	politifact14827	0
Gloria Allred should be disbarred	748947461419442176	politifact14827	1
The accuser did it, not Gloria Allred	325547395	politifact14827	13
By adding a date? Signature is still Moore's. What is his signature doing in the HS yearbook of a teenager?	853648251949645826	politifact14827	0
looking for a date?	161386861	politifact14827	3
Why didn't anyone come forward when Moore was running against Luther Strange? Why did they come forward only after he defeated Strange and is now running against Doug Jones?	791146925038927872	politifact14827	4
Allred should be disbarred.  She knew it was fake all along.	749305632600141824	politifact14827	13
Jim, she admitted to adding the place and date not forging the signature... RWNJ sources got you all saying crazy things. Calm down. MOORE is still an accused child molester.	749808006288801792	politifact14827	12
Signature is still real. Accusers are still real. Cops saying they had to keep an eye on him at the mall is also real. This changes nothing	4078879882	politifact14827	6
Democrats want another seat in the Senate, so discredit Moore the need only two more seats.	232386559	politifact14827	0
Really wasn't even much of a gamble for us, either ;)	2273952690	politifact14827	12
If a person who attempted to assault me had signed my yearbook I'd be begging for forensic analysis to prove his guilt not hiding behind that creep allred. If he signed it she has nothing to fear and should let science testify on her behalf!	2861463970	politifact14827	12
She tampered with the signature he denies having written? This is stupid. The guy's lying. Stop prioritizing party over principle.	598209003	politifact14827	6
Gloria needs to stay out of Alabama and go back to her sanctuary state. She didn't help Kate	741512117296173056	politifact14827	0
Of course she did	584987105	politifact14827	1
She has always been a lier how she still has the right to practice law is a joke	821839776248725508	politifact14827	5
"This proves that the charges against Moore was a politically organized attempt to win the Alabama Senate seat by the ""secular"" liberals.  They are going to fail."	2891766982	politifact14827	2
